"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N",
"Geography","Geographic Area Name"," !!Total:"," !!Total:!!Population of one race:"," !!Total:!!Population of one race:!!White alone"," !!Total:!!Population of one race:!!Black or African American alone"," !!Total:!!Population of one race:!!American Indian and Alaska Native alone"," !!Total:!!Population of one race:!!Asian alone"," !!Total:!!Population of one race:!!Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Population of one race:!!Some Other Race alone"," !!Total:!!Population of two or more races:"," !!Total:!!Population of two or more races:!!Population of two races:"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Black or African American"," !!Total:!!Population of two or more races:!!Population of two races:!!White; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of six races:"," !!Total:!!Population of two or more races:!!Population of six races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race",
"1400000US12001000201","Census Tract 2.01, Alachua County, Florida","4348","3844","2866","596","23","231","0","128","504","475","45","21","67","3","323","2","0","1","13","0","0","0","0","0","0","25","7","9","0","6","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2",
"1400000US12001000202","Census Tract 2.02, Alachua County, Florida","4782","4376","3528","491","11","235","3","108","406","386","29","19","82","7","239","2","2","0","1","0","0","1","1","2","1","17","8","0","0","0","1","0","4","1","2","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0",
"1400000US12001000301","Census Tract 3.01, Alachua County, Florida","3384","3021","1935","797","18","108","5","158","363","348","54","40","50","2","163","8","4","0","20","0","0","0","1","3","3","14","7","0","0","3","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001000302","Census Tract 3.02, Alachua County, Florida","2644","2353","1404","771","9","99","0","70","291","265","43","41","22","3","135","1","4","0","13","1","0","2","0","0","0","25","15","2","0","0","0","0","2","1","3","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001000400","Census Tract 4, Alachua County, Florida","5330","4887","1684","2929","25","92","2","155","443","406","96","51","16","0","193","26","0","0","17","1","0","0","2","4","0","33","18","2","0","3","0","0","2","5","1","0","0","0","1","1","0","0","0","0","0","0","4","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001000500","Census Tract 5, Alachua County, Florida","5441","4853","3542","865","19","271","0","156","588","544","64","76","65","1","293","14","3","0","21","0","0","4","0","3","0","44","1","7","0","23","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001000600","Census Tract 6, Alachua County, Florida","4544","4351","308","3947","5","17","2","72","193","171","78","15","4","2","39","9","1","0","22","0","0","1","0","0","0","20","15","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1",
"1400000US12001000700","Census Tract 7, Alachua County, Florida","6126","5814","1171","4526","19","24","0","74","312","274","101","26","13","5","76","13","4","1","34","0","0","0","0","1","0","33","15","1","0","6","0","0","9","0","1","0","1","0","0","0","0","0","0","0","0","0","5","0","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001000806","Census Tract 8.06, Alachua County, Florida","3049","2672","1815","441","13","268","2","133","377","359","21","12","50","2","262","3","3","0","5","0","1","0","0","0","0","16","1","3","0","2","2","0","0","2","3","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1400000US12001000808","Census Tract 8.08, Alachua County, Florida","4423","3885","2087","1122","15","482","0","179","538","508","69","44","64","0","286","5","2","5","24","0","0","3","0","3","3","27","6","0","0","7","0","0","5","0","3","0","3","0","1","2","0","0","0","0","0","0","3","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",
"1400000US12001000809","Census Tract 8.09, Alachua County, Florida","1163","1027","670","141","5","164","0","47","136","122","9","14","20","0","70","6","1","0","0","0","0","0","1","1","0","13","1","0","0","5","0","0","3","0","4","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001000901","Census Tract 9.01, Alachua County, Florida","3173","3017","2369","144","4","405","1","94","156","150","9","21","38","0","74","0","1","0","5","0","1","0","0","1","0","6","2","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001000902","Census Tract 9.02, Alachua County, Florida","6362","6105","5149","341","1","464","0","150","257","249","41","23","60","0","122","2","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","1","0","3","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0",
"1400000US12001001000","Census Tract 10, Alachua County, Florida","7614","6832","6089","182","1","371","1","188","782","721","59","56","104","3","471","3","8","3","9","0","0","0","1","4","0","56","24","6","0","6","0","0","8","3","8","0","0","0","0","0","0","0","0","0","0","1","3","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","2","0","1","0","0","1","0","0","0",
"1400000US12001001100","Census Tract 11, Alachua County, Florida","6596","6022","5183","472","19","237","2","109","574","538","47","54","86","8","329","2","2","0","1","5","0","1","1","2","0","28","4","5","0","4","1","0","8","0","6","0","0","0","0","0","0","0","0","0","0","0","7","0","0","6","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1400000US12001001201","Census Tract 12.01, Alachua County, Florida","2888","2612","1993","300","12","231","3","73","276","261","32","18","48","0","139","3","1","0","13","0","0","3","0","4","0","14","3","3","0","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001001202","Census Tract 12.02, Alachua County, Florida","7443","6552","4753","1076","15","448","0","260","891","816","134","73","112","6","462","2","2","0","21","0","0","3","0","1","0","66","18","7","0","15","0","0","9","10","4","0","0","0","3","0","0","0","0","0","0","0","6","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0",
"1400000US12001001203","Census Tract 12.03, Alachua County, Florida","3881","3433","2322","715","10","188","0","198","448","411","88","65","27","0","192","1","14","0","17","0","0","5","0","2","0","27","9","4","0","8","0","0","3","0","2","0","0","0","1","0","0","0","0","0","0","0","10","0","0","8","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001001400","Census Tract 14, Alachua County, Florida","3882","3734","1702","1770","7","14","0","241","148","133","54","23","7","0","38","3","1","0","6","1","0","0","0","0","0","10","4","0","0","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1400000US12001001514","Census Tract 15.14, Alachua County, Florida","1928","1720","1161","217","3","256","0","83","208","197","11","16","24","0","126","1","2","1","10","0","0","2","3","1","0","11","0","2","0","1","0","1","3","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001001515","Census Tract 15.15, Alachua County, Florida","7427","6510","3694","1262","22","1117","8","407","917","780","79","46","99","5","465","19","17","0","43","2","0","1","1","3","0","130","4","2","0","34","0","0","17","10","63","0","0","0","0","0","0","0","0","0","0","0","7","2","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001001516","Census Tract 15.16, Alachua County, Florida","2714","2387","1297","460","5","472","2","151","327","296","27","16","35","1","203","1","1","1","3","0","2","1","4","0","1","24","3","1","1","4","0","1","5","2","3","0","0","0","3","1","0","0","0","0","0","0","7","2","0","0","0","1","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",
"1400000US12001001517","Census Tract 15.17, Alachua County, Florida","5730","5058","2522","1335","27","923","1","250","672","628","44","36","63","3","419","11","11","0","34","0","0","5","0","0","2","41","11","5","0","13","0","1","2","3","5","0","0","0","1","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001001519","Census Tract 15.19, Alachua County, Florida","2623","2341","963","334","7","891","0","146","282","260","35","10","28","0","175","0","0","0","10","0","0","0","0","2","0","21","0","0","0","8","2","0","2","0","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001001522","Census Tract 15.22, Alachua County, Florida","9216","8059","4364","1885","52","1097","11","650","1157","1048","114","55","145","0","628","19","8","1","74","0","0","1","2","1","0","107","8","5","0","36","1","0","10","0","43","0","1","0","1","0","1","0","0","0","0","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001001605","Census Tract 16.05, Alachua County, Florida","10468","9166","6554","1379","26","664","7","536","1302","1199","136","77","103","2","812","12","11","6","33","0","0","0","6","0","1","96","6","3","0","33","2","0","11","0","41","0","0","0","0","0","0","0","0","0","0","0","5","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1",
"1400000US12001001701","Census Tract 17.01, Alachua County, Florida","6859","6184","4489","1107","13","346","3","226","675","634","100","59","70","0","357","0","7","0","31","0","0","3","0","7","0","34","9","1","0","15","4","0","0","0","2","0","2","0","0","1","0","0","0","0","0","0","6","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1400000US12001001702","Census Tract 17.02, Alachua County, Florida","5104","4545","3923","313","7","196","3","103","559","512","57","47","51","3","325","3","5","0","17","0","0","0","0","4","0","36","7","2","0","8","2","0","8","0","9","0","0","0","0","0","0","0","0","0","0","0","11","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001001802","Census Tract 18.02, Alachua County, Florida","2960","2672","1598","948","14","21","2","89","288","261","63","32","21","2","123","4","6","0","9","0","0","0","0","1","0","22","4","2","0","8","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001001803","Census Tract 18.03, Alachua County, Florida","6285","5600","3702","1455","14","254","0","175","685","642","93","81","73","0","330","14","13","2","27","0","0","2","0","7","0","40","1","3","0","13","6","0","6","3","6","1","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1400000US12001001811","Census Tract 18.11, Alachua County, Florida","6294","5604","4367","503","11","589","6","128","690","647","41","82","108","2","386","0","0","5","7","0","0","3","0","13","0","42","13","0","0","7","3","0","10","1","6","0","0","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001001813","Census Tract 18.13, Alachua County, Florida","3883","3493","2705","262","9","432","1","84","390","377","36","48","71","0","204","3","3","0","6","1","0","0","3","2","0","12","8","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001001815","Census Tract 18.15, Alachua County, Florida","1896","1779","1585","115","12","20","1","46","117","115","2","42","17","2","49","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1400000US12001001816","Census Tract 18.16, Alachua County, Florida","6396","5831","4486","1018","20","132","0","175","565","539","88","78","43","2","298","12","0","0","12","0","0","2","3","0","1","24","9","0","0","9","3","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001001817","Census Tract 18.17, Alachua County, Florida","4613","4183","3402","498","7","152","0","124","430","407","71","54","28","4","231","0","2","0","9","0","0","0","0","8","0","19","1","0","0","7","0","0","8","0","1","0","0","0","0","0","2","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1400000US12001001818","Census Tract 18.18, Alachua County, Florida","5548","5095","4411","526","24","28","1","105","453","428","59","101","24","2","224","5","7","0","2","1","0","1","0","2","0","23","3","0","0","5","6","0","4","0","5","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001001819","Census Tract 18.19, Alachua County, Florida","4633","4117","3239","530","45","91","4","208","516","482","77","80","35","7","243","5","7","0","21","0","0","1","3","2","1","26","10","0","0","3","1","0","7","0","3","0","1","0","0","0","0","0","1","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0",
"1400000US12001001902","Census Tract 19.02, Alachua County, Florida","3378","3180","1193","1760","3","83","0","141","198","177","64","19","13","1","58","3","0","0","17","0","0","1","1","0","0","19","11","0","0","2","0","1","0","1","2","0","0","0","2","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001001907","Census Tract 19.07, Alachua County, Florida","2529","2359","2000","230","15","25","0","89","170","156","36","63","6","0","37","4","4","0","4","0","0","0","0","2","0","11","10","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1",
"1400000US12001001908","Census Tract 19.08, Alachua County, Florida","4718","4329","3111","1037","21","55","0","105","389","360","77","80","17","0","161","10","1","0","10","0","0","2","0","1","1","27","7","2","1","7","0","0","4","2","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001002001","Census Tract 20.01, Alachua County, Florida","1528","1422","1256","113","5","2","0","46","106","97","16","37","6","0","33","2","1","0","1","0","0","1","0","0","0","9","2","1","0","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001002002","Census Tract 20.02, Alachua County, Florida","3787","3566","2516","906","15","31","0","98","221","202","51","78","8","1","50","5","0","0","9","0","0","0","0","0","0","16","11","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001002101","Census Tract 21.01, Alachua County, Florida","1905","1758","1439","265","14","19","0","21","147","135","31","44","12","0","47","1","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","3","0","4","3","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001002102","Census Tract 21.02, Alachua County, Florida","939","872","760","88","2","7","0","15","67","59","7","16","6","0","22","5","0","0","1","0","0","0","0","2","0","8","0","0","0","1","0","1","0","0","0","1","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001002201","Census Tract 22.01, Alachua County, Florida","5676","5089","3930","805","24","216","2","112","587","563","91","75","57","2","311","3","1","2","9","0","0","8","0","4","0","20","4","0","0","2","1","0","10","0","2","0","0","0","0","0","0","0","0","0","0","1","3","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1400000US12001002202","Census Tract 22.02, Alachua County, Florida","6602","5993","4943","673","21","195","2","159","609","576","96","89","59","1","314","2","0","0","13","0","0","0","1","1","0","30","7","4","0","8","2","0","1","0","2","1","3","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001002204","Census Tract 22.04, Alachua County, Florida","12048","10808","8267","867","30","1349","8","287","1240","1158","120","120","149","0","734","0","6","0","20","0","0","0","0","6","3","72","9","14","0","23","0","1","16","0","9","0","0","0","0","0","0","0","0","0","0","0","9","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0",
"1400000US12001002207","Census Tract 22.07, Alachua County, Florida","3857","3380","2535","273","13","492","0","67","477","437","39","69","77","0","238","2","3","2","4","0","0","0","0","3","0","37","12","6","0","5","1","0","4","4","1","0","0","0","2","2","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1400000US12001002208","Census Tract 22.08, Alachua County, Florida","2961","2630","2174","101","7","288","7","53","331","313","13","36","56","3","202","0","0","0","2","0","0","1","0","0","0","16","5","1","0","1","0","0","8","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001002209","Census Tract 22.09, Alachua County, Florida","9006","8085","5916","998","37","911","7","216","921","875","128","119","93","12","489","5","6","0","21","0","0","0","1","1","0","42","9","9","0","5","2","0","14","1","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001002210","Census Tract 22.10, Alachua County, Florida","5234","4679","3548","843","15","53","1","219","555","525","97","99","37","7","271","1","1","1","10","1","0","0","0","0","0","20","4","0","0","9","0","0","3","2","0","0","0","1","1","0","0","0","0","0","0","0","9","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1",
"1400000US12001002217","Census Tract 22.17, Alachua County, Florida","6539","5878","2133","3184","26","137","7","391","661","615","144","60","26","1","303","16","9","1","49","0","0","2","0","4","0","41","14","1","0","19","2","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","1","1",
"1400000US12001002218","Census Tract 22.18, Alachua County, Florida","2501","2251","819","1244","1","38","2","147","250","230","61","17","4","2","103","11","3","0","15","0","0","4","0","10","0","13","5","0","0","2","0","0","3","0","2","0","1","0","0","0","0","0","0","0","0","0","5","0","0","3","0","0","0","0","1","0","0","0","0","0","0","1","2","0","1","0","1","0","0","0","0",
"1400000US12001002219","Census Tract 22.19, Alachua County, Florida","6717","5801","2938","1741","25","559","1","537","916","855","153","84","49","1","495","12","15","2","40","0","0","4","0","0","0","48","10","8","0","15","4","1","5","2","0","0","0","2","1","0","0","0","0","0","0","0","13","0","2","5","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001002220","Census Tract 22.20, Alachua County, Florida","2815","2502","1540","592","8","147","3","212","313","291","54","36","32","0","159","0","1","0","7","0","0","1","0","0","1","18","2","2","0","8","0","0","3","1","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","3","0","0","0","0","0","0",
"1400000US12001002221","Census Tract 22.21, Alachua County, Florida","5281","4719","3656","341","5","574","0","143","562","502","54","33","84","4","304","3","2","0","12","0","1","3","1","1","0","49","7","6","0","4","9","0","15","1","6","0","0","0","1","0","0","0","0","0","0","0","11","0","0","10","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US12001002222","Census Tract 22.22, Alachua County, Florida","6789","6055","4952","189","11","761","0","142","734","698","30","56","116","8","466","2","4","1","3","0","0","0","7","5","0","32","3","4","0","2","0","2","2","3","13","0","1","0","0","0","1","0","1","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
