UNIQUE_ID,COUNTYFP,County,Precinct,G22A01NO,G22A01YES,G22A02NO,G22A02YES,G22A03NO,G22A03YES,G22A04NO,G22A04YES,G22A05NO,G22A05YES,G22A06NO,G22A06YES,G22A07NO,G22A07YES,G22A08NO,G22A08YES,G22A09NO,G22A09YES,G22A10NO,G22A10YES,G22AGRLCLA,G22AGROWRI,G22AGRRPAT,G22AJ5DKEL,G22AJ5OWRI,G22AJ5RCOO,G22AJ6OWRI,G22AJ6RWIS,G22ATGDMAJ,G22ATGOWRI,G22ATGRMAR,G22AUDLLAC,G22AUDOWRI,G22AUDRSOR,G22CNSNO,G22CNSYES,G22GOVDFLO,G22GOVLBLA,G22GOVOWRI,G22GOVRIVE,G22LTGLPAG,G22LTGOWRI,G22LTGRAIN,G22PS1LBIS,G22PS1OWRI,G22PS1RODE,G22PS2LLAN,G22PS2OWRI,G22PS2RBEE,G22SOSDLAF,G22SOSLSHE,G22SOSOWRI,G22SOSRALL,G22TRELHAM,G22TREOWRI,G22TRERBOO,G22USSDBOY,G22USSLSOP,G22USSOWRI,G22USSRBRI,GCON01LREM,GCON01OWRI,GCON01RCAR,GCON02DHAR,GCON02LREA,GCON02OWRI,GCON02RMOO,GCON03DVEA,GCON03IBEL,GCON03LCAS,GCON03OWRI,GCON03RROG,GCON04DNEI,GCON04LCOC,GCON04OWRI,GCON04RADE,GCON05DWAR,GCON05LGRE,GCON05OWRI,GCON05RSTR,GCON06LCHI,GCON06OWRI,GCON06RPAL,GCON07DSEW,GCON07LGOO,GCON07OWRI,GCON07RNIC,GSL001OWRI,GSL001RPET,GSL002OWRI,GSL002RHAR,GSL003DTHO,GSL003OWRI,GSL003RUND,GSL004OWRI,GSL004RMOO,GSL005OWRI,GSL005RCRA,GSL006LTUR,GSL006OWRI,GSL006RWHI,GSL007DJON,GSL007LDUR,GSL007OWRI,GSL007RYAR,GSL008LWAL,GSL008OWRI,GSL008RCOL,GSL009LBOD,GSL009OWRI,GSL009RSTA,GSL010DLAN,GSL010LBOY,GSL010OWRI,GSL010RCOL,GSL011OWRI,GSL011RSHE,GSL012DFIE,GSL012OWRI,GSL012RHAR,GSL013LDAV,GSL013OWRI,GSL013RWOO,GSL014OWRI,GSL014RWAD,GSL015DROU,GSL015OWRI,GSL015RHUL,GSL016OWRI,GSL016RSOU,GSL017OWRI,GSL017REST,GSL018LSHI,GSL018OWRI,GSL018RKIE,GSL019DHAL,GSL019OWRI,GSL020OWRI,GSL020RLOM,GSL021OWRI,GSL021RREY,GSL022OWRI,GSL022RWHO,GSL023OWRI,GSL023RKIR,GSL024OWRI,GSL024RLED,GSL025DHAG,GSL025OWRI,GSL025RRIG,GSL026DALF,GSL026OWRI,GSL026RCOL,GSL027DNEU,GSL027OWRI,GSL027RKIT,GSL028OWRI,GSL028RBUT,GSL029LVAL,GSL029OWRI,GSL029RGID,GSL030OWRI,GSL030RLIP,GSL031OWRI,GSL031RSTU,GSL032DBOY,GSL032OWRI,GSL032RJAC,GSL033DCRU,GSL033OWRI,GSL033RROB,GSL034OWRI,GSL034RSTA,GSL035OWRI,GSL035RHUR,GSL036OWRI,GSL036RWOO,GSL037OWRI,GSL037RFIN,GSL038LTEM,GSL038OWRI,GSL038RWOO,GSL039OWRI,GSL039RSHA,GSL040DHOW,GSL040OWRI,GSL040RROB,GSL041DNEL,GSL041LMOR,GSL041OWRI,GSL041RELL,GSL042LWAR,GSL042OWRI,GSL042RSMI,GSL043DCLE,GSL043LBUR,GSL043OWRI,GSL043RMOO,GSL044LBOO,GSL044OWRI,GSL044RGAR,GSL045LWHI,GSL045OWRI,GSL045RDUB,GSL046OWRI,GSL046RFAU,GSL047DCOL,GSL047OWRI,GSL047RSHA,GSL048LSTU,GSL048OWRI,GSL048RCAR,GSL049OWRI,GSL049RBED,GSL050OWRI,GSL050RHIL,GSL051OWRI,GSL051RTRE,GSL052DROG,GSL052OWRI,GSL053DDAN,GSL053OWRI,GSL054DRAF,GSL054OWRI,GSL055DPLU,GSL055OWRI,GSL056DTIL,GSL056LLES,GSL056OWRI,GSL057DSEL,GSL057LJON,GSL057OWRI,GSL057RBAU,GSL058DHOL,GSL058OWRI,GSL059DMOO,GSL059OWRI,GSL060DGIV,GSL060LFRE,GSL060OWRI,GSL061LPRU,GSL061OWRI,GSL061RBOL,GSL062DCEP,GSL062OWRI,GSL062RLAM,GSL063DADA,GSL063OWRI,GSL063RALM,GSL064LMAY,GSL064OWRI,GSL064RGIV,GSL065DCAS,GSL065OWRI,GSL065REAS,GSL066OWRI,GSL066RBAK,GSL067DCHE,GSL067OWRI,GSL068DJAC,GSL068OWRI,GSL068RKEL,GSL069DLAW,GSL069OWRI,GSL069RMAD,GSL070DENG,GSL070OWRI,GSL071DMCC,GSL071OWRI,GSL072DTRA,GSL072OWRI,GSL073OWRI,GSL073RPAS,GSL074DENS,GSL074OWRI,GSL074RMEA,GSL075OWRI,GSL075RING,GSL076DMCC,GSL076LMAN,GSL076OWRI,GSL077DMOR,GSL077OWRI,GSL078DHAS,GSL078OWRI,GSL079LFRI,GSL079OWRI,GSL079RLOV,GSL080OWRI,GSL080RBLA,GSL081OWRI,GSL081ROLI,GSL082DWAR,GSL082OWRI,GSL082RPIE,GSL083DGRA,GSL083OWRI,GSL084DFOR,GSL084OWRI,GSL085DGRI,GSL085OWRI,GSL085RREH,GSL086OWRI,GSL086RLEE,GSL087OWRI,GSL087RSOR,GSL088LMAY,GSL088OWRI,GSL088RSTA,GSL089OWRI,GSL089RPAR,GSL090OWRI,GSL090RSEL,GSL091OWRI,GSL091RMAR,GSL092DHUB,GSL092OWRI,GSL092RHAM,GSL093OWRI,GSL093RCLO,GSL094LHEL,GSL094OWRI,GSL094RFID,GSL095DBRA,GSL095OWRI,GSL095RHOL,GSL096OWRI,GSL096RSIM,GSL097DCLA,GSL097OWRI,GSL098DBRA,GSL098OWRI,GSL099DJON,GSL099OWRI,GSL100LWAR,GSL100OWRI,GSL100RSHI,GSL101OWRI,GSL101RPRI,GSL102OWRI,GSL102RSTR,GSL103DDRU,GSL103OWRI,GSL104LDEA,GSL104OWRI,GSL104RWIL,GSL105LLEW,GSL105OWRI,GSL105RBRO,GSU01OWRI,GSU01RMEL,GSU02DLEW,GSU02OWRI,GSU02RBUT,GSU03LCHA,GSU03OWRI,GSU03RORR,GSU04OWRI,GSU04RGUD,GSU05OWRI,GSU05RREE,GSU06LRIC,GSU06OWRI,GSU06RSTU,GSU07DWIL,GSU07OWRI,GSU07RGIV,GSU08OWRI,GSU08RLIV,GSU09OWRI,GSU09RSCO,GSU10OWRI,GSU10RJON,GSU11OWRI,GSU11RBEL,GSU12DMCC,GSU12OWRI,GSU12RKEL,GSU13OWRI,GSU13RPRI,GSU14OWRI,GSU14RWEA,GSU15LCRU,GSU15OWRI,GSU15RROB,GSU16OWRI,GSU16RWAG,GSU17LFOR,GSU17OWRI,GSU17RSHE,GSU18DSMI,GSU18OWRI,GSU19DCOL,GSU19LWIL,GSU19OWRI,GSU20DCOL,GSU20OWRI,GSU21DWAR,GSU21OWRI,GSU21RALL,GSU22OWRI,GSU22RALB,GSU23DSTE,GSU23LSHE,GSU23OWRI,GSU23RNIM,GSU24DSIN,GSU24LBEN,GSU24OWRI,GSU25LWOO,GSU25OWRI,GSU25RBAR,GSU26DHAT,GSU26OWRI,GSU27DREE,GSU27OWRI,GSU27RHOV,GSU28DBEA,GSU28LBOA,GSU28OWRI,GSU29DMAT,GSU29LMCB,GSU29OWRI,GSU29RCHE,GSU30OWRI,GSU30RCHA,GSU31OWRI,GSU31RCAR,GSU32OWRI,GSU32RELL,GSU33DFIG,GSU33OWRI,GSU33RRIE,GSU34OWRI,GSU34RWIL,GSU35LHUD,GSU35OWRI,GSU35RSES
Jefferson-:-PREC 1240 - MT_ PILGRIM BAPTIS,073,Jefferson,PREC 1240 - MT_ PILGRIM BAPTIS,277,414,143,531,193,493,188,462,160,497,163,504,126,535,150,483,146,505,119,541,110,8,21,772,0,13,27,51,771,0,17,99,8,36,113,524,767,4,0,18,120,5,38,110,7,23,109,6,26,768,4,1,14,109,8,34,768,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson-:-PREC 1285 - MINOR FIRE STATION,073,Jefferson,PREC 1285 - MINOR FIRE STATION,179,389,162,382,145,406,174,368,151,378,188,351,131,403,120,355,126,403,131,402,80,5,223,406,0,214,16,251,412,0,210,82,5,227,130,411,401,16,5,201,96,8,218,79,7,225,79,7,224,409,9,0,204,87,7,221,392,15,3,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,149,311,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,5,1,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,78,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson-:-PREC 1350 - FAIRFIELD CIVIC CE,073,Jefferson,PREC 1350 - FAIRFIELD CIVIC CE,94,194,60,227,72,214,72,205,81,194,93,183,60,211,75,185,71,198,67,208,55,7,28,291,0,17,22,44,294,0,15,65,7,24,53,220,290,2,2,17,70,5,29,60,6,26,61,8,23,286,6,1,14,65,5,26,288,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson-:-PREC 1365 - DOLOMITE W FIELD C,073,Jefferson,PREC 1365 - DOLOMITE W FIELD C,158,254,100,308,100,308,108,288,107,279,123,270,71,317,94,277,85,309,89,300,59,8,28,440,0,22,9,43,443,0,21,60,8,27,70,323,443,1,0,24,64,3,36,57,8,27,55,9,31,437,3,0,21,62,8,27,442,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson-:-PREC 1380 - ST_ MARY'S CATHOLI,073,Jefferson,PREC 1380 - ST_ MARY'S CATHOLI,138,210,71,269,86,247,100,234,91,233,99,234,72,251,76,225,65,253,74,253,63,6,25,380,1,9,21,36,379,1,9,64,7,22,54,266,377,3,1,11,82,3,23,61,7,21,65,7,18,378,4,1,8,67,7,20,377,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson-:-PREC 2060 - CHARLES A BROWN EL,073,Jefferson,PREC 2060 - CHARLES A BROWN EL,467,673,211,903,284,841,279,827,236,843,256,842,166,929,229,813,187,896,185,903,185,24,57,1180,0,30,55,112,1178,1,32,180,25,58,183,895,1164,9,4,39,214,15,75,184,22,53,189,23,46,1173,8,0,32,192,25,56,1170,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson-:-PREC 2110 - SOUTHSIDE HOMES CO,073,Jefferson,PREC 2110 - SOUTHSIDE HOMES CO,233,365,132,455,146,443,153,418,162,408,142,427,128,449,130,422,129,445,130,446,103,11,37,705,0,16,21,68,707,0,16,99,13,39,129,434,704,6,0,17,119,11,41,103,14,35,101,18,30,700,8,0,15,105,13,39,701,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson-:-PREC 2120 - DUNBAR-ABRAMS COMM,073,Jefferson,PREC 2120 - DUNBAR-ABRAMS COMM,290,297,132,450,145,431,140,433,135,430,130,443,107,467,126,431,130,445,114,458,59,8,26,645,0,13,13,42,638,0,20,56,7,31,135,423,644,5,1,12,76,6,27,63,6,23,64,6,21,645,2,0,10,68,12,22,644,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson-:-PREC 2140 - NEW BEGINNING CHUR,073,Jefferson,PREC 2140 - NEW BEGINNING CHUR,208,383,118,466,132,452,134,438,141,414,128,435,113,454,126,411,114,453,117,454,91,12,62,652,1,48,23,80,649,1,49,97,12,57,124,432,646,5,0,51,111,6,68,91,12,60,96,12,53,652,3,0,45,93,13,61,653,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jefferson-:-PREC 2150 - BRIGHTON COMMUNITY,073,Jefferson,PREC 2150 - BRIGHTON COMMUNITY,238,319,80,459,104,442,113,421,93,438,79,456,61,478,89,435,79,458,78,450,63,7,17,644,0,11,14,41,641,1,12,63,8,16,99,433,643,2,0,11,69,7,21,65,7,15,63,6,18,640,3,0,11,62,8,21,643,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
